marker	PC1_loading	PC2_loading	PC1_variance	PC2_variance
CD16+CD56+	0.3435771419667596	0.21890031810136512	0.5758240821530478	0.20958446850518841
CD3+	0.524861739062599	-0.02003679820691326	0.5758240821530478	0.20958446850518841
CD3+CD4+	0.47527101108561665	0.19287177835602803	0.5758240821530478	0.20958446850518841
CD3+CD8+	0.5247848265118491	-0.15645000262682246	0.5758240821530478	0.20958446850518841
CD3-CD19+	0.1346217553330677	0.7376073347165512	0.5758240821530478	0.20958446850518841
CD4/CD8	-0.29507666336354843	0.588167043463787	0.5758240821530478	0.20958446850518841
