early_compound	late_compound	forward_score	reverse_score	order_advantage	early_mean_resolver	early_resolver_floor	early_retention	late_retention	late_q25_retention	late_resolver_floor	early_tier	late_tier	both_named	both_hard_gate	forward_percentile	order_percentile	basin_switch_index	basin_switch_rank
prednisolone-acetate	bromocriptine	0.6729444238331376	0.4162922051822072	0.25665221865093035	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.40468227424749165	0.43478260869565216	0.41521739130434787	181
y-26763	atorvastatin	0.6565977584511513	0.3708380722766002	0.2857596861745511	0.42093838179217913	0.1104624923318624	0.0190958171668979	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_3_computational_hit	Tier_4_not_prioritized	True	False	0.35785953177257523	0.5183946488294314	0.4140468227424749	182
prednisolone-acetate	pd-0325901	0.666427312799478	0.40173930785293493	0.26468800494654304	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.3879598662207358	0.451505016722408	0.4102006688963211	183
etomidate	pd-0325901	0.7014146247464749	0.4967667938224851	0.20464783092398975	0.2152146542710917	0.1923187635838985	0.189117331109527	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.46488294314381273	0.2842809364548495	0.4016722408026756	184
geldanamycin	glycocholic-acid	0.7019916990594495	0.5058375600548017	0.19615413900464773	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.2927055549290445	0.113612961049916	-0.1485714369586535	Excluded_safety	Tier_4_not_prioritized	True	False	0.47157190635451507	0.2608695652173913	0.3978260869565217	185
ag-490	glycocholic-acid	0.5904600827821663	0.21947756487255313	0.37098251790961323	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.20066889632107024	0.7558528428093646	0.39498327759197327	186
prochlorperazine	glycocholic-acid	0.6289502565882035	0.3098850516114561	0.3190652049767474	0.3393047527809228	0.148764285658087	0.0186749911970562	0.2927055549290445	0.113612961049916	-0.1485714369586535	Excluded_safety	Tier_4_not_prioritized	True	False	0.26755852842809363	0.6254180602006689	0.39280936454849497	187
arcyriaflavin-a	nvp-tae684	0.7338630110431934	0.6303676216500913	0.1034953893931021	0.25139682919585277	0.135857936926186	0.176811108055214	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.5551839464882943	0.07357859531772576	0.3866220735785953	188
prednisolone-acetate	wz-4002	0.7280020006980362	0.610402329433118	0.11759967126491822	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.5418060200668896	0.0903010033444816	0.38377926421404684	189
arcyriaflavin-a	verteporfin	0.7200564414868871	0.5868309089019599	0.1332255325849272	0.25139682919585277	0.135857936926186	0.176811108055214	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.5250836120401338	0.12040133779264214	0.3834448160535117	190
nu-7026	bromocriptine	0.6414643342196498	0.3566813161180887	0.2847830181015611	0.22968370221289142	0.121435706104551	0.0272444321049584	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.3110367892976589	0.5150501672240803	0.38244147157190633	191
nu-7026	pd-0325901	0.6349472231859903	0.34212841878881645	0.29281880439717384	0.22968370221289142	0.121435706104551	0.0272444321049584	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.2842809364548495	0.5384615384615384	0.37324414715719056	192
geldanamycin	pd-184352	0.6782768315243874	0.46964291185288437	0.20863391967150308	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Excluded_safety	Tier_4_not_prioritized	True	False	0.4080267558528428	0.30434782608695654	0.3717391304347826	193
prochlorperazine	pd-184352	0.6052353890531414	0.2736904034095387	0.33154498564360274	0.3393047527809228	0.148764285658087	0.0186749911970562	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Excluded_safety	Tier_4_not_prioritized	True	False	0.21739130434782608	0.6555183946488294	0.37073578595317724	194
aminopentamide	tyrphostin-1	0.6598297565258922	0.4247262345789562	0.23510352194693596	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.36454849498327757	0.38127090301003347	0.37040133779264217	195
ag-490	pd-184352	0.5667452152471042	0.1944528978820595	0.3722923173650447	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.15384615384615385	0.7658862876254181	0.36806020066889633	196
pre-084	tyrphostin-1	0.7042397568889316	0.5692458111304965	0.13499394575843504	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_1_mechanistic_probe	Tier_1_mechanistic_probe	True	True	0.4916387959866221	0.12709030100334448	0.3640468227424749	197
emf-sumo1-10	bromocriptine	0.5823881208752504	0.24479462757673387	0.3375934932985165	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.19063545150501673	0.6755852842809364	0.3603678929765886	198
geldanamycin	tyrphostin-1	0.7274677076983074	0.6757186530305752	0.051749054667732164	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.2134195044636726	0.165535744279623	0.1507142931222915	Excluded_safety	Tier_1_mechanistic_probe	True	False	0.5384615384615384	0.026755852842809364	0.3593645484949832	199
bibx-1382	nvp-tae684	0.6979823764820123	0.5516689788653617	0.14631339761665063	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.46153846153846156	0.15384615384615385	0.3538461538461539	200
emf-sumo1-10	pd-0325901	0.5758710098415908	0.2302417302474616	0.34562927959412915	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.16722408026755853	0.6956521739130435	0.3521739130434782	201
nu-7026	wz-4002	0.6965219110845484	0.5507914403689995	0.1457304707155489	0.22968370221289142	0.121435706104551	0.0272444321049584	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.45819397993311034	0.1505016722408027	0.3505016722408027	202
bibx-1382	verteporfin	0.684175806925706	0.5081322661172302	0.17604354080847584	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.4214046822742475	0.21739130434782608	0.35000000000000003	203
loperamide	glycocholic-acid	0.6659541847775616	0.4645778405376606	0.20137634423990103	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.38461538461538464	0.27759197324414714	0.3471571906354515	204
aminopentamide	ambroxol	0.5817217333685784	0.2552227861957536	0.32649894717282474	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.18394648829431437	0.6421404682274248	0.34431438127090297	205
ticlopidine	verteporfin	0.6425097536347393	0.40206972530503415	0.24044002832970512	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.3177257525083612	0.391304347826087	0.34347826086956523	206
aminopentamide	duloxetine	0.59607792165803	0.28956897951854715	0.3065089421394828	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.21070234113712374	0.5819397993311036	0.34063545150501673	207
ticlopidine	nvp-tae684	0.6563163231910458	0.44560643805316574	0.21070988513788008	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.35451505016722407	0.3076923076923077	0.33812709030100335	208
wz-4002	glycocholic-acid	0.689013165366348	0.5420852666887057	0.14692789867764233	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.431438127090301	0.1605351170568562	0.3366220735785953	209
aminopentamide	tubocurarine	0.5640296943944006	0.21995834532445152	0.34407134906994913	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.14046822742474915	0.6923076923076923	0.3336120401337792	210
prednisolone-acetate	glycocholic-acid	0.555094016087611	0.20617386713875324	0.34892014894885776	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.13043478260869565	0.705685618729097	0.3317725752508361	211
wz-4002	tyrphostin-1	0.7144891740052058	0.7446547698188899	-0.030165595813684054	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_1_mechanistic_probe	Tier_1_mechanistic_probe	True	True	0.5083612040133779	0.0033444816053511705	0.3316053511705686	212
etomidate	nvp-tae684	0.7038339476455888	0.6245827572420237	0.0792511904035651	0.2152146542710917	0.1923187635838985	0.189117331109527	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.4816053511705686	0.043478260869565216	0.32826086956521744	213
aminopentamide	atorvastatin	0.5801572077538049	0.27456052179285695	0.3055966859609479	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.17725752508361203	0.5785953177257525	0.3177257525083612	214
loperamide	pd-184352	0.6422393172424995	0.42838319233574323	0.21385612490675626	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.31438127090301005	0.31438127090301005	0.31438127090301005	215
etomidate	verteporfin	0.6900273780892825	0.5810460444938923	0.1089813335953902	0.2152146542710917	0.1923187635838985	0.189117331109527	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.43812709030100333	0.08361204013377926	0.3140468227424749	216
prednisolone-acetate	nvp-tae684	0.6688466356985922	0.5295552712724736	0.13929136442611856	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.39464882943143814	0.14046822742474915	0.305685618729097	217
pre-084	duloxetine	0.6404879220210695	0.43408855607008756	0.20639936595098196	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.3076923076923077	0.29431438127090304	0.3030100334448161	218
prednisolone-acetate	verteporfin	0.6550400661422856	0.48601855852434195	0.16902150761794366	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.34782608695652173	0.21070234113712374	0.29983277591973245	219
loperamide	tyrphostin-1	0.6914301934164194	0.6344589335134341	0.05697125990298535	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.44481605351170567	0.030100334448160536	0.29966555183946486	220
prochlorperazine	tyrphostin-1	0.6544262652270614	0.4797661445872295	0.17466012063983188	0.3393047527809228	0.148764285658087	0.0186749911970562	0.2134195044636726	0.165535744279623	0.1507142931222915	Excluded_safety	Tier_1_mechanistic_probe	True	True	0.3411371237458194	0.2140468227424749	0.2966555183946488	221
pre-084	ambroxol	0.6261317337316179	0.399742362747294	0.22638937098432388	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.2608695652173913	0.35451505016722407	0.2936454849498328	222
bibx-1382	glycocholic-acid	0.5842297568710314	0.31571589067341793	0.26851386619761347	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.1939799331103679	0.47491638795986624	0.2923076923076923	223
wz-4002	pd-184352	0.665298297831286	0.538579028641199	0.12671926919008702	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.38127090301003347	0.11371237458193979	0.2876254180602007	224
emf-sumo1-10	wz-4002	0.637445697740149	0.43890475182764466	0.19854094591250437	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.29431438127090304	0.27424749163879597	0.28729096989966557	225
pre-084	tubocurarine	0.6084396947574402	0.36447792187599193	0.24396177288144827	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.22073578595317725	0.39464882943143814	0.28160535117056856	226
geldanamycin	duloxetine	0.6637158728304451	0.5405613979701662	0.12315447486027886	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Excluded_safety	Tier_4_not_prioritized	True	False	0.3745819397993311	0.10702341137123746	0.2809364548494983	227
ag-490	ambroxol	0.5378280682637104	0.23102519067654775	0.3068028775871627	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.10702341137123746	0.5953177257525084	0.27792642140468227	228
prochlorperazine	duloxetine	0.5906744303591992	0.34460888952682045	0.24606554083237875	0.3393047527809228	0.148764285658087	0.0186749911970562	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Excluded_safety	Tier_4_not_prioritized	True	False	0.2040133779264214	0.411371237458194	0.2765886287625418	229
ag-490	tubocurarine	0.5201360292895327	0.19576074980524566	0.32437527948428707	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.0802675585284281	0.6354515050167224	0.2745819397993311	230
emf-sumo1-10	glycocholic-acid	0.4645377131297238	0.10148778752172533	0.3630499256079985	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.023411371237458192	0.7357859531772575	0.272742474916388	231
prochlorperazine	ambroxol	0.5763182420697477	0.31026269620402697	0.2660555458657207	0.3393047527809228	0.148764285658087	0.0186749911970562	0.2222777725093894	0.214442616328597	-0.1124999905005097	Excluded_safety	Tier_4_not_prioritized	True	False	0.1705685618729097	0.45819397993311034	0.27123745819397993	232
ticlopidine	glycocholic-acid	0.5425637035800647	0.23930602308015328	0.3032576804999114	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.11036789297658862	0.568561872909699	0.27073578595317727	233
pre-084	atorvastatin	0.6245672081168445	0.41908009834439736	0.20548710977244716	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.25752508361204013	0.2909698996655518	0.2692307692307692	234
ag-490	tyrphostin-1	0.6159360914210241	0.40052863905975034	0.2154074523612738	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.2408026755852843	0.3210702341137124	0.2688963210702341	235
geldanamycin	ambroxol	0.6493596845409936	0.5062152046473726	0.143144479893621	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.2222777725093894	0.214442616328597	-0.1124999905005097	Excluded_safety	Tier_4_not_prioritized	True	False	0.3311036789297659	0.14715719063545152	0.26672240802675584	236
ag-490	duloxetine	0.552184256553162	0.2653713839993413	0.28681287255382065	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.12709030100334448	0.5250836120401338	0.2663879598662207	237
prochlorperazine	tubocurarine	0.55862620309557	0.2749982553327249	0.2836279477628451	0.3393047527809228	0.148764285658087	0.0186749911970562	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Excluded_safety	Tier_4_not_prioritized	True	False	0.13377926421404682	0.5083612040133779	0.26488294314381267	238
ticlopidine	pd-184352	0.5188488360450026	0.20311137487823586	0.3157374611667668	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.07357859531772576	0.6153846153846154	0.26321070234113714	239
nu-7026	nvp-tae684	0.6373665460851043	0.46994438220835505	0.1674221638767493	0.22968370221289142	0.121435706104551	0.0272444321049584	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.2909698996655518	0.2040133779264214	0.26053511705685617	240
nu-7026	verteporfin	0.6235599765287978	0.42640766946022346	0.19715230706857434	0.22968370221289142	0.121435706104551	0.0272444321049584	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.25418060200668896	0.2709030100334448	0.2600334448160535	241
arcyriaflavin-a	glycocholic-acid	0.6201103914322124	0.42406720667707887	0.1960431847551335	0.25139682919585277	0.135857936926186	0.176811108055214	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.24749163879598662	0.25752508361204013	0.25100334448160533	242
ag-490	atorvastatin	0.536263542648937	0.2503629262736511	0.28590061637528597	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.10033444816053512	0.5217391304347826	0.2478260869565217	243
prochlorperazine	atorvastatin	0.5747537164549742	0.3296004318011303	0.2451532846538439	0.3393047527809228	0.148764285658087	0.0186749911970562	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Excluded_safety	Tier_4_not_prioritized	True	False	0.16387959866220736	0.4013377926421405	0.24698996655518396	244
geldanamycin	atorvastatin	0.6477951589262201	0.5255529402444759	0.12224221868174423	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Excluded_safety	Tier_4_not_prioritized	True	False	0.32441471571906355	0.10033444816053512	0.2459866220735786	245
arcyriaflavin-a	pd-184352	0.5963955238971503	0.38787255847516144	0.2085229654219889	0.25139682919585277	0.135857936926186	0.176811108055214	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.2140468227424749	0.3010033444816054	0.24448160535117058	246
geldanamycin	tubocurarine	0.6316676455668159	0.47095076377607054	0.16071688179074534	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Excluded_safety	Tier_4_not_prioritized	True	False	0.27424749163879597	0.18729096989966554	0.24381270903010033	247
etomidate	glycocholic-acid	0.5900813280346078	0.37400809554974485	0.21607323248486293	0.2152146542710917	0.1923187635838985	0.189117331109527	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.19732441471571907	0.32441471571906355	0.24180602006688962	248
emf-sumo1-10	verteporfin	0.5644837631843984	0.31452098091886865	0.24996278226552976	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.14381270903010032	0.4214046822742475	0.24096989966555182	249
bibx-1382	pd-184352	0.5605148893359693	0.3091739156904319	0.25134097364553737	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.13712374581939799	0.4280936454849498	0.2389632107023411	250
emf-sumo1-10	pd-184352	0.4408228455946618	0.11556263049207037	0.3252602151025914	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.016722408026755852	0.6387959866220736	0.23444816053511705	251
emf-sumo1-10	nvp-tae684	0.578290332740705	0.35805769366700024	0.22023263907370472	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.17391304347826086	0.33444816053511706	0.23010033444816053	252
loperamide	duloxetine	0.6276783585485572	0.480896645876032	0.14678171267252527	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.26421404682274247	0.15719063545150502	0.22675585284280936	253
wz-4002	duloxetine	0.6507373391373438	0.6094975147584807	0.04123982437886309	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.33444816053511706	0.016722408026755852	0.22324414715719063	254
arcyriaflavin-a	tyrphostin-1	0.6455864000710703	0.5939482996528522	0.051638100418218036	0.25139682919585277	0.135857936926186	0.176811108055214	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.3210702341137124	0.023411371237458192	0.21688963210702342	255
loperamide	ambroxol	0.6133221702591057	0.4649554851302315	0.14836668512887424	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.23411371237458195	0.16722408026755853	0.21070234113712374	256
nu-7026	glycocholic-acid	0.5236139264741232	0.26364396723534256	0.25996995923878063	0.22968370221289142	0.121435706104551	0.0272444321049584	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.08361204013377926	0.44481605351170567	0.2100334448160535	257
loperamide	tubocurarine	0.595630131284928	0.42969104425892946	0.16593908702599858	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.20735785953177258	0.20066889632107024	0.20501672240802676	258
nu-7026	pd-184352	0.49989905893906117	0.2274493190334252	0.272449739905636	0.22968370221289142	0.121435706104551	0.0272444321049584	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.05351170568561873	0.48494983277591974	0.20451505016722407	259
wz-4002	ambroxol	0.6363811508478922	0.5751513214356871	0.061229829412205006	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.28762541806020064	0.03678929765886288	0.19983277591973245	260
prednisolone-acetate	pd-184352	0.531379148552549	0.2870602080975437	0.2443189404550053	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.0903010033444816	0.3979933110367893	0.1979933110367893	261
loperamide	atorvastatin	0.6117576446443322	0.4842932207273348	0.12746442391699742	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.23076923076923078	0.11705685618729098	0.19096989966555186	262
wz-4002	atorvastatin	0.6348166252331188	0.5944890570327905	0.040327568200328234	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.2809364548494983	0.013377926421404682	0.18729096989966554	263
ticlopidine	tubocurarine	0.4722396500874311	0.20441922680142205	0.267820423286009	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.033444816053511704	0.47157190635451507	0.18678929765886287	264
ticlopidine	ambroxol	0.4899316890616088	0.23968366767272414	0.25024802138888463	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.046822742474916385	0.42474916387959866	0.17909698996655515	265
etomidate	pd-184352	0.5663664604995458	0.382087694067094	0.18427876643245178	0.2152146542710917	0.1923187635838985	0.189117331109527	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.1505016722408027	0.23076923076923078	0.17859531772575252	266
emf-sumo1-10	tubocurarine	0.3942136596370902	0.11687048241525654	0.27734317722183366	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.0033444816053511705	0.49498327759197325	0.17541806020066888	267
wz-4002	tubocurarine	0.6186891118737144	0.539886880564385	0.0788022313093294	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.24414715719063546	0.04013377926421405	0.17274247491638794	268
ticlopidine	duloxetine	0.5042878773510603	0.2740298609955177	0.2302580163555426	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.06354515050167224	0.3745819397993311	0.17240802675585284	269
bibx-1382	tyrphostin-1	0.6097057655098891	0.5152496568681226	0.09445610864176646	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.22408026755852842	0.06020066889632107	0.16672240802675584	270
