pert_iname_norm	pert_iname	pert_ids	n_signatures	n_cell_lines	cell_lines	median_retention_suppression	q25_retention_suppression	median_endo_support	median_macro_support	median_resolver_floor	median_dual_control	q25_dual_control	fraction_dual_positive	n_pert_ids	min_id_retention	max_id_retention	min_id_resolver_floor	max_id_resolver_floor	retention_direction_conflict_across_ids	resolver_direction_conflict_across_ids	robust_dual	concurrent_score	early_score	late_score	concurrent_rank	median_sensitivity_rank	worst_sensitivity_rank	n_top50_schemes	is_touchstone	has_structure	pubchem_cids	named_identity	identity_resolved	duplicate_id_conflict	safety_gate	mechanism_context	computational_hard_gate	translation_tier
amcinonide	amcinonide	BRD-A36010170	3	2	HEPG2;PHH	-0.0188425834445903	-0.08804628694067805	0.0101428500243595	0.1617187424562871	0.0101428500243595	-0.059862051111099	-0.8207826891817921	0.3333333333333333	1	-0.0188425834445903	-0.0188425834445903	0.0101428500243595	0.0101428500243595	False	False	-0.47025339570199504	1.716113315413968	0.6138975520122039	-0.08907863465637311	139	266.0	314	0	1	True	2133;40469418	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
pik-75	PIK-75	BRD-K49371609;BRD-M16762496	3	2	HEPG2;PHH	-0.6439034529030323	-0.7492872590406073	0.7192571374720761	1.1666482165455818	0.7192571374720761	0.5370622043098722	0.16902146587473532	0.0	2	-0.6439034529030323	-0.5896133100613952	0.6390722329462213	1.1666482165455818	False	False	0.6215729372472398	1.7137324210721274	7.5524295894438005	-6.202762725440365	140	70.0	564	2	1	True	10275789;73707389	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
nsc-663284	NSC-663284	BRD-K03109492	12	3	HEPG2;HUH7;PHH	0.023535651723957753	-0.3756217869619528	0.04309075432164325	0.2362116882577538	-0.02309860927718025	0.164993705202101	-0.19759817366739582	0.16666666666666666	1	0.023535651723957753	0.023535651723957753	-0.02309860927718025	-0.02309860927718025	False	False	0.06619461836840308	1.698572747434416	0.8500458808947711	-0.7140697451909381	141	157.0	245	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k63350243	BRD-K63350243	BRD-K63350243	3	2	HEPG2;PHH	-0.0111261517223384	-0.34226919534719646	0.0462811376367296	0.1407853718847036	-0.1599807813763618	-0.2769529889485548	-0.41341274105648085	0.3333333333333333	1	-0.0111261517223384	-0.0111261517223384	-0.1599807813763618	-0.1599807813763618	False	False	-0.4836593594767952	1.6929558301550498	0.22407903533881574	-0.8341286130733976	142	249.0	281	0	0	True	2989846	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
guanabenz	guanabenz	BRD-K67847053	3	2	HEPG2;PHH	0.1201925203204155	0.08982662773794595	-0.1185535117983818	-0.1858939677476883	-0.1858939677476883	-0.169842974593242	-0.6276845692080402	0.3333333333333333	1	0.1201925203204155	0.1201925203204155	-0.1858939677476883	-0.1858939677476883	False	False	-0.4836852591972621	1.6929110909326415	-1.3116244724620296	1.367101356062696	143	377.0	465	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k41878610	BRD-K41878610	BRD-K41878610	12	3	HEPG2;HUH7;PHH	-0.0187509680787722	-0.18756924890395665	0.12386400359017505	0.30939517077058554	0.0563846534517194	-0.053078167462011855	-0.32604086680322997	0.25	1	-0.0187509680787722	-0.0187509680787722	0.0563846534517194	0.0563846534517194	False	False	-0.21609860086362684	1.6830398496816652	1.5136702768380605	-0.39971022961316605	144	125.0	231	0	0	True	54654300	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k35860134	BRD-K35860134	BRD-K35860134	18	3	HEPG2;HUH7;PHH	-0.19528228303210599	-0.5899798002921872	0.12661340566618096	0.3350094039924443	0.01392391776399945	0.043078878717053445	-0.4121724154415822	0.2222222222222222	1	-0.19528228303210599	-0.19528228303210599	0.01392391776399945	0.01392391776399945	False	False	-0.16300732900373766	1.617382837961427	1.4898255794727082	-2.8007605344305357	146	302.0	468	0	0	True	54646517	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
trichostatin-a	trichostatin-a	BRD-A19037878;BRD-K68202742	39	3	HEPG2;HUH7;PHH	-0.0237501710653305	-0.2139238673779699	0.1168928486960274	0.2599839083850384	0.0021279752254486	0.1370600650589617	-0.4945032378817569	0.20512820512820512	2	-0.0245505407866504	0.1848079359365834	-0.29032315313816065	0.0292870210749762	True	True	-0.11019155388191673	1.611775689439398	1.2062927170353202	-0.5144841289120129	147	154.0	255	0	1	True	444732	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
clonidine	clonidine	BRD-K98530306	4	2	HEPG2;PHH	0.05538778364037475	-0.06579138297173706	-0.0688368002218859	0.1141842538490891	-0.0688368002218859	-0.12973402387329516	-0.3105934268336684	0.25	1	0.05538778364037475	0.05538778364037475	-0.0688368002218859	-0.0688368002218859	False	False	-0.2850307372901294	1.563966356721532	0.033602523112007926	0.4609921925644165	148	253.0	318	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
chloroquine	chloroquine	BRD-A91699651	4	2	HEPG2;PHH	0.012708241326941348	-0.016843497481507548	0.34244182599442347	-0.1211847602389753	-0.1211847602389753	-0.058035473586873144	-0.4579686347472791	0.25	1	0.012708241326941348	0.012708241326941348	-0.1211847602389753	-0.1211847602389753	False	False	-0.2870197909605127	1.5605304619343419	0.4255557823715227	0.3378053824194779	149	195.0	471	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k67774729	BRD-K67774729	BRD-K67774729	18	3	HEPG2;HUH7;PHH	-0.10083851311355825	-0.34669668123953873	0.21976450750870363	0.17600327916443345	0.0826904089855296	0.0818348342981485	-0.199117241767309	0.16666666666666666	1	-0.10083851311355825	-0.10083851311355825	0.0826904089855296	0.0826904089855296	False	False	-0.017723786585505996	1.5536119480232569	1.4688934091801302	-1.4286615738078434	150	226.0	371	0	0	True	54645916	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
niclosamide	niclosamide	BRD-K35960502	4	2	HEPG2;PHH	-0.15997070322434104	-0.2994509980910354	0.4964871406555176	0.453717099619098	0.38342266290315563	0.3877447954737507	0.2614528851944857	0.0	1	-0.15997070322434104	-0.15997070322434104	0.38342266290315563	0.38342266290315563	False	False	0.5184712380709935	1.5356343656878977	3.895851926973136	-1.6636656555881921	153	77.0	328	1	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
pd-0325901	PD-0325901	BRD-A50454580;BRD-K49865102	5	2	HEPG2;PHH	0.3888269828425513	0.1429306140376461	-0.0332070567778178	0.0444643450900912	-0.0338409654796123	0.4608209769108465	0.1122153964677145	0.0	2	0.3888269828425513	0.47436028615468073	-0.11660106347075525	-0.0332070567778178	False	False	0.5169286751447038	1.532969739792544	0.021227989336981556	3.271975325148467	154	37.0	104	3	1	True	10206158;9826528	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
celecoxib	celecoxib	BRD-K02637541	4	2	HEPG2;PHH	-0.01658695646458195	-0.023989643177224476	0.1202642800552504	0.03153390937950459	-0.11443399265408515	-0.07223494403759051	-0.4691984119657833	0.25	1	-0.01658695646458195	-0.01658695646458195	-0.11443399265408515	-0.11443399265408515	False	False	-0.3068341500204822	1.5263031034576109	0.23517777647174135	0.12583713524068138	155	274.0	347	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
15-delta-prostaglandin-j2	15-delta-prostaglandin-j2	BRD-K05396879;BRD-K61033289	4	2	HEPG2;PHH	0.2651127862433592	0.12482696254220271	-0.09208082514149804	0.2590450295247137	-0.13700063606458043	-0.07912318586623145	-0.45735255210653	0.25	2	0.2432489130232069	0.3018185051365031	-0.231966672199113	0.0478050219161169	False	True	-0.3077994619194964	1.524635621995838	0.22277876588195528	2.414588693837588	156	49.0	156	3	1	True	12068863;5311211;6375741	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
fludarabine	fludarabine	BRD-A31374339;BRD-K72238567	3	2	HEPG2;PHH	0.0217454102304246	-0.42243701861136496	-0.0083499891417367	0.2935124933719635	-0.0083499891417367	-0.3332080340663355	-0.5348856065584908	0.3333333333333333	2	-0.4224370186113649	0.1465750071737501	-0.09394886876855575	1.5978437587618828	True	True	-0.6006508373455809	1.4908645467772654	0.9053002616763846	-0.8720564626708828	157	155.0	285	0	1	True	57007282;657237;8975	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k66383562	BRD-K66383562	BRD-K66383562	12	3	HEPG2;HUH7;PHH	-0.16522611258551476	-0.2269311827710933	0.00332596898078915	0.2575738755986094	-0.034965456596442596	-0.0004907145722961503	-0.12275440665331502	0.16666666666666666	1	-0.16522611258551476	-0.16522611258551476	-0.034965456596442596	-0.034965456596442596	False	False	-0.06186791789895366	1.4773572984261487	0.7646682726612789	-1.4709013734748424	158	383.0	469	0	0	True	54654477	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
badge	BADGE	BRD-A16694057	3	2	HEPG2;PHH	0.1307984296646383	0.04714025743305686	0.0924542727214949	-0.1035246346145868	-0.1035246346145868	0.1872565469423693	-1.5984616337624926	0.3333333333333333	1	0.1307984296646383	0.1307984296646383	-0.1035246346145868	-0.1035246346145868	False	False	-0.611974269938877	1.471304429521651	-0.2238124821322758	1.302263698225057	159	194.0	339	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
omeprazole	omeprazole	BRD-A55962179	3	2	HEPG2;PHH	0.0144583280715677	0.0015041619125339498	0.0099642766373498	-0.0631874958053231	-0.0631874958053231	-0.1328428575384711	-0.9620661193002312	0.3333333333333333	1	0.0144583280715677	0.0144583280715677	-0.0631874958053231	-0.0631874958053231	False	False	-0.6138759171885867	1.4680195207383235	-0.2466246536680053	0.40650942708911736	160	356.0	420	0	0	True	4594	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
tyrphostin-ag-879	tyrphostin-AG-879	BRD-K59469039	14	3	HEPG2;HUH7;PHH	-0.20096017327159638	-0.40310391783714294	-0.01308472082018855	0.4235724899917841	-0.08474226422341805	0.08093882377244645	-0.16244415679414353	0.14285714285714285	1	-0.20096017327159638	-0.20096017327159638	-0.08474226422341805	-0.08474226422341805	False	False	-0.00028325462462532036	1.4488527812445842	1.0845101811372881	-2.2531207247717093	161	336.0	478	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
pimozide	pimozide	BRD-K01292756	3	2	HEPG2;PHH	0.0103826204107867	-0.01408741085065735	-0.2255236772554261	0.1776825617998838	-0.2255236772554261	-0.4034094489253466	-0.45110866933735827	0.3333333333333333	1	0.0103826204107867	0.0103826204107867	-0.2255236772554261	-0.2255236772554261	False	False	-0.6289637835940257	1.4419567139351859	-0.645884117418579	0.33137090720767476	162	357.0	480	0	1	True	16362	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
cgk-733	CGK-733	BRD-A50737080	14	3	HEPG2;HUH7;PHH	-0.024308027389148848	-0.09404435733126265	0.43070956745318	0.18914790777489535	-0.01487762427755765	0.14320552618878465	-0.2998089663636323	0.14285714285714285	1	-0.024308027389148848	-0.024308027389148848	-0.01487762427755765	-0.01487762427755765	False	False	-0.006698956993031496	1.437770285758415	1.889184116084112	-0.1432121449822283	163	74.0	190	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
olmesartan-medoxomil	olmesartan-medoxomil	BRD-K78485176	3	2	HEPG2;PHH	0.1406448956372009	0.11566828299934659	-0.305571436882019	-0.146537497639656	-0.305571436882019	-0.3906668815466145	-0.49219341688449414	0.3333333333333333	1	0.1406448956372009	0.1406448956372009	-0.305571436882019	-0.305571436882019	False	False	-0.6367635899888615	1.4284833147342755	-2.0592688041348337	1.5802959666637206	164	439.0	519	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k84389640	BRD-K84389640	BRD-K84389640	12	3	HEPG2;HUH7;PHH	0.0349684500963323	-0.045307422522455426	-0.0263209539864744	0.2798983543179929	-0.09019200876355164	0.04146764986956165	-0.27755457719710347	0.16666666666666666	1	0.0349684500963323	0.0349684500963323	-0.09019200876355164	-0.09019200876355164	False	False	-0.0973096387289901	1.4161352079103555	0.6014761592062993	0.392879240470999	165	159.0	292	0	0	True	1244300	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
ikk-2-inhibitor-v	IKK-2-inhibitor-V	BRD-K74305673	15	3	HEPG2;HUH7;PHH	-0.1349314128359159	-0.1713524915070997	0.2834726476243564	0.2958759786561131	0.1368416603654623	0.1150701702350661	-0.22168698168862316	0.13333333333333333	1	-0.1349314128359159	-0.1349314128359159	0.1368416603654623	0.1368416603654623	False	False	0.004226679390754523	1.4026888602764074	2.156266493063029	-1.1010070785315005	166	175.0	382	0	1	True	5081913	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
meloxicam	meloxicam	BRD-A84174393	4	2	HEPG2;PHH	0.06406484482189015	-0.027838892510367773	0.09088284043329095	-0.07556578470394015	-0.1083970139069217	-0.1638378701727128	-0.44401750009920865	0.25	1	0.06406484482189015	0.06406484482189015	-0.1083970139069217	-0.1083970139069217	False	False	-0.38584662022231714	1.389816824313016	-0.15739249287766824	0.6358404672887585	167	262.0	383	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k03652504	BRD-K03652504	BRD-K03652504	12	3	HEPG2;HUH7;PHH	-0.10934909682772634	-0.1823307886305782	-0.0165046154787497	0.30431874142959714	-0.0165046154787497	-0.005508470092160954	-0.2199962584020954	0.16666666666666666	1	-0.10934909682772634	-0.10934909682772634	-0.0165046154787497	-0.0165046154787497	False	False	-0.11550659929320867	1.3847017464224822	0.8923631678917611	-0.9697495622091049	168	305.0	413	0	0	True	54657691	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
gw-405833	GW-405833	BRD-K10705233	3	2	HEPG2;PHH	-0.010896247294214	-0.022850146103236352	-0.0596286665116037	0.1929681729525327	-0.140926219522953	-0.322563019595922	-0.6791373747253113	0.3333333333333333	1	-0.010896247294214	-0.010896247294214	-0.140926219522953	-0.140926219522953	False	False	-0.6621317069585777	1.3846623851359876	0.11221235086484095	0.16623518116544617	169	279.0	368	0	1	True	9911463	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
bromocriptine	bromocriptine	BRD-A69960130;BRD-A80151636	4	2	HEPG2;PHH	0.3878145326679159	0.24927903101262122	0.061173006360019946	-0.019797473214566652	-0.02199003366487365	0.4461275680593052	-0.03616367120827951	0.0	2	0.2454494701491462	0.5250735140353855	-0.0247014984488487	-0.0148934479802846	False	False	0.4280457324551654	1.3794331892185863	0.14158931698460997	3.597990883692539	170	41.0	88	4	1	True	73707474	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k19876534	BRD-K19876534	BRD-K19876534	18	3	HEPG2;HUH7;PHH	-0.03417123895552425	-0.2559025118437906	0.020786796563437952	0.1735944794490933	-0.03779920516535635	0.02638872835548625	-0.3155692195268495	0.16666666666666666	1	-0.03417123895552425	-0.03417123895552425	-0.03779920516535635	-0.03779920516535635	False	False	-0.1313958814079385	1.3572545727221987	0.5585577304133216	-0.7132114009574406	171	271.0	329	0	0	True	54646516	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-a14014306	BRD-A14014306	BRD-A14014306	12	3	HEPG2;HUH7;PHH	-0.010900585601727152	-0.2135131280455324	0.031874179707041844	0.2453457480296492	-0.05394728481769555	-0.0621220488027329	-0.16144700169504156	0.16666666666666666	1	-0.010900585601727152	-0.010900585601727152	-0.05394728481769555	-0.05394728481769555	False	False	-0.14284554965025367	1.3374763957858025	0.7648914226561264	-0.4300272676164573	172	193.0	276	0	0	True	3915969	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
strychnine	strychnine	BRD-A09094913	3	2	HEPG2;PHH	0.022405563129319	-0.019289434939209	0.1730007295097623	-0.0728000178933143	-0.2317585628479719	-0.4380011939487996	-0.5049621052226968	0.3333333333333333	1	0.022405563129319	0.022405563129319	-0.2317585628479719	-0.2317585628479719	False	False	-0.690482246560148	1.335689613470004	-0.21925900756800698	0.3929250697126104	173	260.0	423	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
thalidomide	thalidomide	BRD-A93255169	4	2	HEPG2;PHH	-0.045765559706423	-0.2815909050405025	0.029595655522176204	0.002738638781011101	-0.0617532088820423	-0.23698198594271191	-0.3631925884900349	0.25	1	-0.045765559706423	-0.045765559706423	-0.0617532088820423	-0.0617532088820423	False	False	-0.41857828018772936	1.3332760976721032	0.012823020718251824	-0.8685905855533862	174	373.0	416	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
paclitaxel	paclitaxel	BRD-A23723433;BRD-A28746609	5	2	HEPG2;PHH	0.0107555546694331	-0.017428880971339	-0.0146828836628368	0.1496271383948624	-0.0146828836628368	0.0280189209004184	-0.5858665148557594	0.2	2	0.0107555546694331	0.1452291320763632	-0.2701714230435235	0.06811431688921796	False	True	-0.26491433652746127	1.3154549209962763	0.4400130176869733	0.3233355006396123	175	252.0	305	0	1	True	4666;73707502	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
rosuvastatin	rosuvastatin	BRD-K82941592	3	2	HEPG2;PHH	0.2233904989229308	0.1307188620169957	0.216128582400935	-0.3048499980941415	-0.3048499980941415	-0.4635884798767548	-0.4837146627435845	0.3333333333333333	1	0.2233904989229308	0.2233904989229308	-0.3048499980941415	-0.3048499980941415	False	False	-0.705445811248547	1.309841525670167	-0.9710600101718535	2.1629548559447196	176	141.0	450	1	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
aminopentamide	aminopentamide	BRD-A69917777	3	2	HEPG2;PHH	-0.0583138830131954	-0.1352916647576623	0.4207928606442043	0.3456125017255544	0.3456125017255544	0.2723263904659284	0.22162981257433922	0.0	1	-0.0583138830131954	-0.0583138830131954	0.3456125017255544	0.3456125017255544	False	False	0.383141296753098	1.3018651884915244	3.2496369333869217	-0.4923113143786104	177	67.0	201	1	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k18710049	BRD-K18710049	BRD-K18710049	12	3	HEPG2;HUH7;PHH	0.0100376248980562	-0.10528950434592035	0.06110208854079251	0.1149208499118685	-0.0832509452344051	-0.028444119344746298	-0.2777626425330897	0.16666666666666666	1	0.0100376248980562	0.0100376248980562	-0.0832509452344051	-0.0832509452344051	False	False	-0.16732544061129115	1.2951897893475721	0.38738293162272225	0.04393394876891742	178	237.0	252	0	0	True	54618864	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
medrysone	medrysone	BRD-A20126139;BRD-K56515112	4	2	HEPG2;PHH	-0.027152024726900797	-0.10749476392649937	0.14766001275607515	-0.08371691638603805	-0.1621623419092169	-0.25059339118796203	-0.4252491756194522	0.25	2	-0.05423699433190955	0.001627684260408102	-0.19012853503227237	-0.1621623419092169	True	False	-0.46321797899768813	1.256165403915244	-0.14958550154520478	-0.20368230990654412	179	335.0	474	0	1	True	247839;5702081;73707449	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
fulvestrant	fulvestrant	BRD-A83237092;BRD-A90490067	9	2	HEPG2;PHH	-0.1577356685366895	-0.2324752906958262	0.0382999990667615	0.129635146819055	0.0260206270031631	-0.0405124779273238	-0.6808948727945486	0.2222222222222222	2	-0.1975963217102819	-0.13631935355563954	-0.01927163288928565	0.0382999990667615	False	True	-0.38095991432459814	1.2408911610856135	0.6427837707179295	-1.4397547848560206	180	411.0	472	0	1	True	5284640;73707501	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
butyl-paraben	butyl-paraben	BRD-K08287586	3	2	HEPG2;PHH	0.203190165054467	-0.04231196031388304	-0.2029281577893666	0.0129307182505726	-0.2029281577893666	-0.4620859655773355	-0.5746455038565077	0.3333333333333333	1	0.203190165054467	0.203190165054467	-0.2029281577893666	-0.2029281577893666	False	False	-0.7494087175055894	1.2338999245522844	-1.013054328419669	1.4911070222437242	181	209.0	333	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k69096174	BRD-K69096174	BRD-K69096174	12	3	HEPG2;HUH7;PHH	0.038049668694535854	-0.07907993594805397	0.0136780953034759	-0.00523293181322515	-0.1573049829208425	-0.246909915064905	-0.48583656114836526	0.25	1	0.038049668694535854	0.038049668694535854	-0.1573049829208425	-0.1573049829208425	False	False	-0.48982819563908764	1.210198869172835	-0.30307108451097886	0.3072110798363698	182	295.0	334	0	0	True	54618368	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
strophanthidin	strophanthidin	BRD-K84595254	14	3	HEPG2;HUH7;PHH	-0.25588815535108245	-0.4330876411663161	0.5303269691233123	0.3173599783331156	0.2587699228897691	0.27383692640190316	-0.361238288974005	0.07142857142857142	1	-0.25588815535108245	-0.25588815535108245	0.2587699228897691	0.2587699228897691	False	False	0.09321778191490065	1.2057087186830908	3.2704384396669486	-2.7024209359690152	184	148.0	463	0	1	True	6185	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k38596918	BRD-K38596918	BRD-K38596918	12	3	HEPG2;HUH7;PHH	0.11808906826708045	0.054545178802476946	-0.05888330404247555	0.00082389963790775	-0.24732115758316855	-0.18954764309501834	-0.6073845641924038	0.25	1	0.11808906826708045	0.11808906826708045	-0.24732115758316855	-0.24732115758316855	False	False	-0.4932399251912203	1.2043054415805987	-0.7322026563114679	1.243155325990796	185	241.0	304	0	0	True	6620960	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
wortmannin	wortmannin	BRD-A11678676;BRD-A75409952;BRD-K87343924	44	3	HEPG2;HUH7;PHH	-0.0087442565709352	-0.22216689955287922	0.035606165017400396	0.0918864351697266	-0.0344450837001204	-0.13097483964197126	-0.5818420401183031	0.22727272727272727	3	-0.3176684023346752	0.1721763776408301	-0.3502416979255421	0.0602596402168273	True	True	-0.4218958597011228	1.1987905133999037	0.36717287360348444	-0.4431316062789231	186	280.0	298	0	1	True		True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-a44244100	BRD-A44244100	BRD-A44244100	12	3	HEPG2;HUH7;PHH	0.0831218204564518	-0.060231493242705804	0.0372539971555982	0.07045556046068666	-0.042948375189942954	-0.0477996528710401	-0.3510247203318165	0.16666666666666666	1	0.0831218204564518	0.0831218204564518	-0.042948375189942954	-0.042948375189942954	False	False	-0.22331201303694834	1.1984784862720246	0.2862742798076963	0.6578949215378086	187	195.0	204	0	0	True	18574628	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
sa-792709	SA-792709	BRD-K51290057	3	2	HEPG2;PHH	-0.0507467225607898	-0.2097614180917541	0.0573821163603237	0.608403155580163	0.0573821163603237	0.2821459134094535	0.0642374455854888	0.0	1	-0.0507467225607898	-0.0507467225607898	0.0573821163603237	0.0573821163603237	False	False	0.3142646362021979	1.1828875246558817	2.211369336800427	-0.676209938726668	188	75.0	293	2	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
protriptyline	protriptyline	BRD-K42098891	3	2	HEPG2;PHH	0.1437321371502346	-0.05040476181440884	-0.2439999899693898	0.0966937812045216	-0.2439999899693898	-0.4969600244787418	-0.5905773872971565	0.3333333333333333	1	0.1437321371502346	0.1437321371502346	-0.2439999899693898	-0.2439999899693898	False	False	-0.7922487181273201	1.159898032591737	-0.9905124346900211	1.0809413635006426	189	264.0	395	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
arp-101	ARP-101	BRD-K73395020	3	2	HEPG2;PHH	-0.4756717913680606	-0.5700076510094934	0.0042587167450359	0.164033330976963	0.0042587167450359	-0.4147170354974352	-0.7553752242450764	0.3333333333333333	1	-0.4756717913680606	-0.4756717913680606	0.0042587167450359	0.0042587167450359	False	False	-0.7924046476199734	1.1596286797135547	0.5881712375928116	-4.553201169103641	190	561.0	572	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
bupropion	bupropion	BRD-A05186015	3	2	HEPG2;PHH	-0.28196938501464	-0.35285969202717143	0.9436982614653452	0.1753329206258058	0.1753329206258058	0.2775462060309355	0.0341116037471072	0.0	1	-0.28196938501464	-0.28196938501464	0.1753329206258058	0.1753329206258058	False	False	0.2946020079044891	1.148922266163113	3.868154006594056	-2.620352803339582	191	78.0	466	2	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
salmeterol	salmeterol	BRD-A01320529	3	2	HEPG2;PHH	0.0362750026914808	-0.022105488098329955	-0.13575887839709	-0.289035927504301	-0.289035927504301	-0.5006396801373552	-0.6135384766163215	0.3333333333333333	1	0.0362750026914808	0.0362750026914808	-0.289035927504301	-0.289035927504301	False	False	-0.807408918445516	1.1337102760612594	-1.9353046560744844	0.47389250354061574	192	505.0	533	0	1	True	5152	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
zm-447439	ZM-447439	BRD-K72703948	9	2	HEPG2;PHH	-0.0492926024728351	-0.1008101089133156	0.0751696931464331	0.0834658723324537	0.03604485307421	-0.0346265967846626	-0.099069506665396	0.1111111111111111	1	-0.0492926024728351	-0.0492926024728351	0.03604485307421	0.03604485307421	False	False	-0.0841613501173606	1.1241136495673019	0.6406300136931953	-0.3260891678476357	193	310.0	354	0	1	True	9914412	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-a36411721	BRD-A36411721	BRD-A36411721	12	3	HEPG2;HUH7;PHH	-0.0514711127099063	-0.13451253301981414	0.14207548222371505	0.33804446179419756	0.0755794729505266	0.16523637346893777	-0.3172967959757126	0.08333333333333333	1	-0.0514711127099063	-0.0514711127099063	0.0755794729505266	0.0755794729505266	False	False	0.006587975481081476	1.1235072257032945	1.7028740139725826	-0.44558316305966994	194	129.0	269	0	0	True	3150672	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k22033393	BRD-K22033393	BRD-K22033393	12	3	HEPG2;HUH7;PHH	0.08790839530734551	-0.1943981467435757	-0.07689173306737626	0.0080347610637545	-0.07689173306737626	-0.11646870901394216	-0.30871034060634434	0.16666666666666666	1	0.08790839530734551	0.08790839530734551	-0.07689173306737626	-0.07689173306737626	False	False	-0.2708238793171143	1.1164064054064298	-0.3284257800260682	0.26931622302976566	195	284.0	332	0	0	True	54654536	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
fccp	FCCP	BRD-K14821540	14	3	HEPG2;HUH7;PHH	0.11587668665581274	-0.006537437542445103	0.01542561181953975	0.2201725479681044	-0.13606258481740952	-0.186158133195787	-0.48252128555794205	0.21428571428571427	1	0.11587668665581274	0.11587668665581274	-0.13606258481740952	-0.13606258481740952	False	False	-0.427418775974758	1.1156760515336441	0.4303630637797458	1.0378197441928814	196	113.0	190	0	1	True	3330	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
