gene_upper	metadata_logFC	metadata_PValue	metadata_FDR	supplement_swap_logFC	supplement_swap_PValue	supplement_swap_FDR	author_AvsQ_ATAC_logFC	author_MASH_ATAC_logFC	author_AvsQ_RNA_logFC	author_MASH_RNA_logFC	author_sum_sig	mouse_progression_logFC	mouse_progression_FDR	mouse_regression_logFC	mouse_regression_FDR	mouse_residual_logFC	mouse_residual_FDR	mouse_fate	human_positive_both	human_nominal_both	human_fdr_any_010	author_four_way	mouse_positive_residual	mouse_persistent	cross_species_direction	functional_support	evidence_score	classification
ITGB5	1.05424133461338	0.0001806092990656	0.108955765289858	1.17719677021911	1.21042719671754e-05	0.0425989678098127	0.466764723588261	0.837096884456037	0.465930153485812	0.389735853712782	4.0	1.58662751475966	0.0002098827230918	-0.386468516198412	0.123719261134278	1.20015899856125	0.0025612869102069	persistent	True	True	True	True	True	True	True		8	pathogenic_retention_candidate
GAS7	1.07711309875626	0.0492159215827199	0.399082619839385	1.23399512036119	0.0239036884350526	0.348898908348731	1.36592457612505	0.74731807988063	0.489306469996915	0.229015811175576	4.0	0.984764604933978	0.0064637643524442	-0.0711443793075217	0.798072484786645	0.913620225626457	0.011142220546085	persistent	True	True	False	True	True	True	True	human HSC knockdown validation in source study	8	pathogenic_retention_candidate
PDGFRA	0.937365343909443	0.0006635789960707	0.142837651901635	0.784895380231324	0.0040732521849441	0.252666933151519	1.02950693751959	0.9567502435360881	0.165163604665687	0.189616921066512	4.0	0.718216279417522	0.0541010386427358	0.236973023816328	0.456045215945088	0.95518930323385	0.0162164148855272	persistent	True	True	False	True	True	True	True		7	pathogenic_retention_candidate
LAMA2	1.1858195989361	0.0035524088075787	0.21424167471499	0.993327864523985	0.0182955529481693	0.32629129734252	1.38890093232762	1.19334058502503	0.273487146630184	0.3207278078773211	4.0	1.5859683847365	0.0007344470331519	0.0679050528743566	0.828789416295883	1.65387343761085	0.0017468801289819	persistent	True	True	False	True	True	True	True		7	pathogenic_retention_candidate
EPHA3	1.04370000694517	0.0250314023927625	0.330087379345907	1.22095541993387	0.0077154178275486	0.287862310479138	0.197530112910686	0.642974495981332	0.412151025631747	0.44603765323195	4.0	1.21785810640433	0.0048685397476733	0.0419456944124641	0.904055886651525	1.2598038008168	0.0055480039049741	persistent	True	True	False	True	True	True	True		7	pathogenic_retention_candidate
DPYSL3	1.07076725137751	0.0272254523919376	0.333442469818192	1.04383218196513	0.0320566095748477	0.375031405408838	0.667885088960418	1.10550617159853	0.329564500167796	0.22683329701974	4.0	1.92745179728639	0.004443943068618	0.0481095999190225	0.914735097421847	1.97556139720541	0.0054112349661332	persistent	True	True	False	True	True	True	True		7	pathogenic_retention_candidate
SVEP1	0.648878023266899	0.0272471016939557	0.333442469818192	0.732344716572826	0.0110715611820149	0.302570357129259	0.88314075040156	0.350518962474868	0.0950394853519925	0.2644014464187889	4.0	3.26397038725032	2.19248200951623e-05	-0.552978377103475	0.0703518890503919	2.71099201014684	0.0002725960561753	persistent	True	True	False	True	True	True	True		7	pathogenic_retention_candidate
ART4	1.28427041888014	0.0025923824966387	0.205792288718135	0.950796281185655	0.03372628641496	0.376543096535729			0.294088370281929	0.2814068240495231	2.0	0.519222675439387	0.0644356815345982	0.773325546274952	0.0074780519466736	1.29254822171434	0.0017468801289819	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
LTBP2	1.81875209039086	0.004707963094979	0.221799407601324	1.86765415759983	0.0037488632661329	0.243764662040058	1.60813015044577	1.61659605968109	0.413637227704104	0.263516508082122	4.0	4.05444497329326	0.0003313871346681	-2.70192582080412	0.0020014802892984	1.35251915248914	0.0856576432905506	reversed	True	True	False	True	True	False	True	human HSC knockdown validation in source study	6	residual_state_candidate
SETBP1	0.884862880063695	0.0054632365420085	0.229265285907992	0.890022160820566	0.0051460200076148	0.265121723850427		0.9514200157917521	0.821444104220495	0.5420152848259709	3.0	1.58340331927088	0.0002635483033429	-0.50475461378502	0.0498971006576027	1.07864870548586	0.0044383732723579	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
TMSB4X	0.904208307980917	0.0081802318983977	0.252534761354631	0.836376516254334	0.0157693132922904	0.320853404849916		0.467881220463073		0.0753219872908709	2.0	0.705841380843267	0.0505999727403423	0.316231987114745	0.30529642821598	1.02207336795801	0.0104988219400673	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
PTK7	1.4992577942657	0.0088416114076308	0.258484471839641	1.80825320417199	0.0015633153652434	0.207460921631778		2.17688032869393		0.139026463449753	2.0	1.69323628916019	0.0006376029261132	-0.823816259335002	0.0154742191171605	0.869420029825189	0.0248774099173533	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
OXCT1	1.00981583767964	0.0136035863056168	0.292253024645663	0.859588141963434	0.0353250998990113	0.37720666979567				0.0610120572875744	1.0	1.15630559724161	0.0231696895801545	-0.319996836185589	0.40081978681569	0.836308761056024	0.0757902938092001	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
ABCA9	0.809226190123158	0.0138522131372605	0.294366420705352	0.695297892530096	0.038083630768848	0.379484931484566			0.184062651901247	0.3524660683094171	2.0	0.795895424703419	0.0317578786979009	0.116391624019639	0.700725230312914	0.912287048723058	0.0175042935373766	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
GALNT17	1.14326042871125	0.0159224287316726	0.29965954108556	1.22558611128103	0.0095693432060207	0.298763048903795		1.45064213452204	0.476726310916713	0.3747501618189329	3.0	5.70938316122909	5.28614004143302e-05	-1.18199997944472	0.015208253927927	4.52738318178438	0.0017468801289819	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
TGFBR1	0.742127293051646	0.0188061678101942	0.309473467285879	0.96205656249271	0.0014280175557162	0.206339143280147				0.117322039513451	1.0	1.01873173421747	0.0069674076698626	-0.290182156322375	0.296212934090321	0.728549577895095	0.0322061798655977	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
PPIL3	0.584473852672128	0.0191961801870489	0.311453903000669	0.507718510541711	0.04404596427171	0.393650849907072				0.016416209448206	1.0	0.877832194277479	0.0443436778623711	-0.132431206760716	0.694684607133917	0.745400987516763	0.0710172350507653	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
LUM	1.46134780951416	0.0245233209543114	0.32844355033163	2.10679534599419	0.0011060845888678	0.187272944881803		1.60102150399466		0.0536311810047223	2.0	1.65641616022194	0.0002548708339715	0.337990089472899	0.192410040781385	1.99440624969484	0.0003572164450804	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
PTAR1	0.367163332841084	0.026947252016496	0.333062456906093	0.356923444394509	0.030990438738857	0.375031405408838				0.0693515250785565	1.0	0.616750344625846	0.0251846901267204	0.0953806179916002	0.683573798516154	0.712130962617446	0.0138105850453239	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
ITGA8	1.72067060866081	0.0310472615664898	0.34834961489798	1.73071172319285	0.0304363214032289	0.374622380904833				0.116969715555289	1.0	1.49839884100331	0.0012760559339526	0.175150373861951	0.578630557136629	1.67354921486526	0.0018096989769756	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
CSTB	0.831242020594999	0.0320172248991519	0.352489948368348	1.01026180128614	0.0099600017323266	0.301624803148371		0.9018927157672879			1.0	0.829395537955506	0.0235068228274964	0.449173707668715	0.124893869392201	1.27856924562422	0.0038741220603223	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
LAMC1	0.580852881247806	0.0395994341516643	0.374868680542814	0.561594739552981	0.0478710630514453	0.401952804329389			0.133463715672689	0.132317774415672	2.0	0.897386108969563	0.0035237674201773	-0.327476525606484	0.152547441026677	0.569909583363079	0.0307535960382193	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
DKK3	0.960538957510942	0.0472303441027437	0.396574544678809	1.00315396971376	0.0388154808181566	0.379484931484566	0.552201586917062	0.47567757349315		0.0900485796403429	3.0	2.19737342569238	2.38853787780033e-05	-0.254295738816464	0.252424284423649	1.94307768687592	0.0002114901806361	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
PAM	0.518745896127675	0.0481125957036379	0.396735650076082	0.618781516934922	0.0167091728141251	0.325489753822016		1.12096167188297		0.155113292637663	2.0	0.838106002493556	0.0061153237733485	-0.0016953847722206	0.996065620952593	0.836410617721335	0.0077022080482086	persistent	True	True	False	False	True	True	True		6	residual_state_candidate
SPON1	0.694240646629108	0.142535285782637	0.541326455860821	0.775069606421355	0.100039009202255	0.478125555523304	1.01143263534954	0.603429621179546	0.599131931738261	0.206398156201118	4.0	1.86113162389584	0.0362965591040473	0.303065526036047	0.586659361352075	2.16419714993189	0.0173898729115963	persistent	True	False	False	True	True	True	True	human HSC knockdown validation in source study	6	pathogenic_retention_candidate
EFEMP1	2.1034962692748	0.0001346965837505	0.108955765289858	1.99211050168461	0.0003553783518244	0.148975599106358	0.799179056901556	1.36780890154083	0.571092403139232	0.494459934927228	4.0	-1.02487965061647	0.0043053178576497	1.51371241075675	0.000803568820654	0.488832760140281	0.0876205278347447	reversed	True	True	False	True	True	False	False	human HSC knockdown validation in source study	5	cross_species_direction_conflict
RUNX1	1.15446142047313	0.000558117411864	0.138619773467801	0.946037485318587	0.006267989526373	0.27151085227822	1.33898175306207	1.44939198016898	0.250954119161802	0.225047800571109	4.0	1.31012665347493	0.0755907994361215	-0.907129895422166	0.118384518436523	0.402996758052769	0.58995516058557	reversed	True	True	False	True	False	False	True	source-study promoter/motif and perturbation support	5	insufficient_or_context_specific
FBLN5	1.40221403227944	0.0010013103814439	0.154668779872222	0.815484667165639	0.0648384897662161	0.434644301556641	0.440093978290548	0.520732094560197	0.47019459741349	0.2928244774437651	4.0	1.07506892640103	0.0013019030725492	0.525045723416457	0.0295040063362732	1.60011464981749	0.0005038150626709	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
ROBO2	-1.83035233744328	0.0010326387451326	0.154668779872222	-1.23388119923804	0.0342020107575075	0.376543096535729						1.50466840322748	0.0012190377515281	-0.628670545706997	0.0503881637611101	0.875997857520486	0.0216691742586502	persistent	False	True	False	False	True	True	False		5	insufficient_or_context_specific
MCTP2	1.63679009013553	0.0013713895743224	0.164558653805348	2.17433440120651	5.9323623900293e-06	0.0313169410569647		1.40672723961263		0.0820574225607917	2.0	-1.23733781421638	0.0098419429663311	0.3801178324659	0.323869592406386	-0.857219981750483	0.041688969772708	persistent	True	True	True	False	False	True	False		5	cross_species_direction_conflict
SRPX2	1.11762437291639	0.0021720286685246	0.189522964316394	0.580226397506551	0.117035767250532	0.496449831511094	0.160138767467223	0.253673324420195	0.08777073328249801	0.243833766064821	4.0	0.807181766894152	0.0097274209644883	-0.0671808635643397	0.79115826583026	0.740000903329812	0.0162324091360538	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
NEDD9	1.33213326834831	0.0030657614061873	0.212953915711243	0.862678068463747	0.0675655576089913	0.43786261079484	0.642137943993306	1.90730745655695	0.188713678009788	0.220699350055201	4.0	1.22644582314344	0.0027982430654098	-0.129034056292598	0.660792018391631	1.09741176685085	0.0066779672868489	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
ZEB1	0.70144025280107	0.0052314539331837	0.229265285907992	0.649076114398428	0.0108918339927174	0.302570357129259	0.513874894374344	0.439273739434997	0.35289238658452	0.265769373555033	4.0	0.253493489211292	0.458702547620358	0.368423268550131	0.169761918982323	0.621916757761423	0.0484099410044799	partial_or_other	True	True	False	True	True	False	True		5	residual_state_candidate
RUNX2	1.21487516740562	0.0055832855060917	0.229265285907992	1.14898721923625	0.0091476842088099	0.296261502689003		0.729708557378345	0.197768097748593	0.140291497572323	3.0	3.09850315311935	0.0001609604703641	-1.62845375677233	0.0022845998675501	1.47004939634702	0.0198614094779529	reversed	True	True	False	False	True	False	True	source-study promoter/motif and perturbation support	5	residual_state_candidate
DLG2	0.639914555035119	0.0066306346113367	0.237387459486941	0.373432835198943	0.123034295623878	0.504414033284339	0.213995002375213	0.276586005593356	0.140334567303949	0.197042362579239	4.0	6.88248810018849	0.0019733018539092	-0.983720181962637	0.0825215987650746	5.89876791822586	0.0104682629864625	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
GSTM4	-0.873967405356779	0.0239481275459539	0.327734533946059	-0.791160506937051	0.0445408711013949	0.393650849907072						1.04642704255954	0.0179374267520533	0.507775675652544	0.129252154018286	1.55420271821209	0.0036125669112409	persistent	False	True	False	False	True	True	False		5	insufficient_or_context_specific
NAV2	0.828106116884007	0.027285514823656	0.333442469818192	0.93666072541098	0.0109054338005674	0.302570357129259	0.455495894913333	1.57599855121453	0.7875513116739049	0.457888407963969	4.0	-0.695124537423129	0.0336593010143066	0.176582266283444	0.532089254848732	-0.518542271139685	0.0839421173172013	persistent	True	True	False	True	False	True	False		5	cross_species_direction_conflict
SEPHS1	-0.452860007832818	0.0308026887870241	0.34708088389904	-0.546943181631055	0.0076874846409966	0.287862310479138						0.667699243195779	0.0397565105670415	0.278886831140113	0.268361780725756	0.946586074335892	0.008588523543753	persistent	False	True	False	False	True	True	False		5	insufficient_or_context_specific
LAMC3	1.02161166845155	0.0350830742880713	0.363322396620508	1.02082643058668	0.0353581987313919	0.37720666979567	1.35214795591774	0.992139718312222	0.9723140646747471	0.489590732304293	4.0	-4.43102163243502	0.005640031554683	1.13830231029424	0.458874874484659	-3.29271932214078	0.0154495435378635	persistent	True	True	False	True	False	True	False		5	cross_species_direction_conflict
CYTH3	0.466042438182756	0.0466540364774817	0.395461683418996	0.436101655281014	0.0635729959084873	0.432999502601999	0.442697645699912	0.4031945787348571	0.240494824475431	0.169811687967084	4.0	0.830057679973519	0.0058322247062103	0.211811797463774	0.338491977894672	1.04186947743729	0.0031776412702567	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
PDLIM3	1.00830911624397	0.0472931338452077	0.396574544678809	0.871028949058474	0.0926753377714048	0.472460751419842	0.121064141267394	0.670671322856055	0.284641055748653	0.226592996357485	4.0	1.97202835270687	0.0102133756378536	-0.138831100941615	0.785358527720079	1.83319725176525	0.0164616777115953	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
NR2F2	0.549589867783604	0.0528833402455443	0.406035451125819	0.699319110012226	0.0120883106090114	0.309429533546452	0.590507033580195	0.5154400930374	0.260317384309623	0.219964456945196	4.0	0.910193042173834	0.0085161583510793	-0.365522863599844	0.179885021706627	0.54467017857399	0.0683769392665597	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
NAV1	0.82509730219245	0.054382876946587	0.408956135898907	1.2108989804031	0.0039995580968029	0.249865883941099	1.58725924219257	1.31742647901845	0.272786968444876	0.178930540194034	4.0	1.17427185568602	0.0034486747041884	-0.500216201983628	0.0941228501027846	0.674055653702395	0.0433472156726606	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
COL12A1	0.604925129541148	0.0942319345032927	0.477507276304264	0.69448783641867	0.0502615630656626	0.405592093535716	0.129106997266805	0.282715238872008	0.106049528145743	0.139997529801878	4.0	4.05284300918579	0.0003681894616197	-1.88193402341928	0.0054451042448924	2.17090898576651	0.0217122436871925	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
TIMP3	0.704091738181341	0.144674678190048	0.544360389283866	0.0562027322872193	0.906127639738332	0.970714826340858	1.34909961397057	0.603010460745543	0.432818718941839	0.245335977437598	4.0	2.49906054996461	7.41344537805846e-05	-0.361788463134987	0.24346997836906	2.13727208682962	0.0007445766349209	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
MYLK	0.371785503486205	0.171202951003017	0.571856753217971	0.0537096772518042	0.85104556489994	0.953756403164586	0.59356325273259	0.552298066722333	0.122633799056563	0.10972883232766	4.0	1.21962730175952	0.001192131556683	-0.450931240818812	0.0852962326150015	0.768696060940711	0.0152555001528633	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
PDGFRB	0.456422650998025	0.17406932099845	0.573676192501689	0.466713576272265	0.164517250279985	0.544850245278	0.392190443503428	0.374230727666551	0.4678333656976721	0.222751117126457	4.0	1.07574196439312	0.0059817787336725	-0.295309768717577	0.324736336718888	0.780432195675548	0.0273380755274344	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
THBS2	0.708517484327018	0.188753962641228	0.586844239050912	0.987165517092523	0.0655961611065471	0.435533238803682	0.615813282216181	0.704645919824432	0.31410185624556	0.226638196708485	4.0	1.82498382666913	7.41344537805846e-05	-0.141993511702522	0.536409041578168	1.68299031496661	0.0005038150626709	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
MRC2	0.369020915889766	0.287268401114079	0.676113727797714	0.641162744611511	0.0623108635544364	0.431813959784778	0.849381856627481	0.669344688068629	0.235662915510529	0.168288728776215	4.0	2.01369266651393	7.0959212983016e-05	-0.795989920397121	0.0088771675942206	1.21770274611681	0.0027580670198418	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
ANXA5	0.075440907666975	0.800834788875892	0.938703642857403	0.32216011428697	0.287968382389989	0.648258530618693	0.314244947523502	1.14115066624503	0.0752143377778929	0.0581083093224149	4.0	0.825419830316229	0.0090378914220066	0.299333926263976	0.223325777006629	1.1247537565802	0.0031776412702567	persistent	True	False	False	True	True	True	True		5	pathogenic_retention_candidate
GSN	1.05167852432691	3.98710333597741e-06	0.0420958370212495	0.947220067598948	6.46674296234703e-05	0.0809299418584624		1.32331349422865	0.205590632776953	0.184050528006695	3.0	-0.444759095781763	0.290889911342201	1.38699278705236	0.0042175563951795	0.942233691270601	0.0276126768019347	partial_or_other	True	True	True	False	True	False	False		4	cross_species_direction_conflict
VGLL3	2.21971259836439	4.26481335568832e-05	0.10272882660725	1.29476156531698	0.026773859916459	0.356222495883986	0.203601719485727	0.7296935855204979	0.23133318192241	0.1771166332241811	4.0	1.03441997568168	0.0784010784296727	-0.496720894906259	0.279900373071385	0.537699080775422	0.331239321204233	partial_or_other	True	True	False	True	False	False	True		4	insufficient_or_context_specific
ITGBL1	1.67319914332402	0.0003783012263026	0.128042361093427	1.58539567361751	0.0008894978470969	0.177355916186346		1.65631742166102	0.5774564795919069	0.474882576274119	3.0	1.11453828906682	0.117376574436309	0.479102622281935	0.317615244938999	1.59364091134876	0.0251450495418474	partial_or_other	True	True	False	False	True	False	True		4	residual_state_candidate
SH3PXD2B	1.53390398115562	0.0004094686390761	0.128042361093427	1.23814838750013	0.0054036124678795	0.265300960238175	0.889903306747606	1.07721559157955	0.375564139505375	0.232586269729929	4.0	1.54900518341867	0.0106674786005867	-1.33858280512976	0.0112064427470806	0.21042237828891	0.721836341391194	reversed	True	True	False	True	False	False	True		4	insufficient_or_context_specific
SYT17	-1.08456090371615	0.0009009641230162	0.148000497085406	-0.960134964360824	0.0045266079415178	0.261521011602645						-1.71612892301361	0.0052239163244238	0.60116410129804	0.219346991262779	-1.11496482171557	0.0299477689143673	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
WWTR1	0.74974850993441	0.0024795734857197	0.201379514324843	0.426262051746541	0.118145840922349	0.497758894037574		1.45147172873276	0.195561095462694	0.105300695931398	3.0	0.749166344304343	0.0203837029034936	0.242812467452159	0.324028385324035	0.991978811756502	0.0063047598527459	persistent	True	False	False	False	True	True	True		4	residual_state_candidate
NTM	2.42569448936957	0.0027742426718974	0.209978919106319	2.44046748470364	0.0027208116565754	0.224500148429329		1.50878911104258		0.168980550743592	2.0	-2.06675414078905	0.0023431287935367	0.64188992542591	0.205650792623725	-1.42486421536314	0.0145149158475532	persistent	True	True	False	False	False	True	False		4	cross_species_direction_conflict
RNF217	0.781323332251289	0.0028427559534562	0.21136491096191	0.756730682837984	0.0041167936046432	0.252704109754786		0.791314810467051	0.354201541258096	0.363223864545122	3.0	0.17799513660831	0.541887269608551	0.267797593747338	0.239615881413648	0.445792730355648	0.0828953045195789	partial_or_other	True	True	False	False	True	False	True		4	residual_state_candidate
FHL2	0.645991324969771	0.002982883564377	0.212953915711243	0.187236705917846	0.418511800660455	0.740369645076621	0.6574506867081129	0.7396519769500309	0.15089919898807		3.0	4.29929841758354	2.19248200951623e-05	-1.75136755207213	0.001541021056078	2.54793086551142	0.0017468801289819	persistent	True	False	False	False	True	True	True		4	residual_state_candidate
JAM3	0.66369864416929	0.0037741337883558	0.21424167471499	0.471584125341925	0.0514368809729484	0.410669094118466			0.152132378299521	0.10930823511105	2.0	0.712725315657575	0.0478201511228984	0.29452576203059	0.285544499423019	1.00725107768816	0.010395894143059	persistent	True	False	False	False	True	True	True		4	residual_state_candidate
UACA	0.820971689130302	0.0044529496336075	0.219692720708544	0.838251940692249	0.003565998776868	0.243710520549117	1.06978711370883	0.466708733573687	0.366442426252797	0.308832057558849	4.0	0.334864036722895	0.558807889127923	-0.533752522468701	0.228818131853734	-0.198888485745805	0.715134491056259	partial_or_other	True	True	False	True	False	False	True		4	insufficient_or_context_specific
FNBP1L	0.750920186146915	0.0046026775099845	0.220246576897599	0.609465528340355	0.0247252495880972	0.349622129845324		0.834537268041573		0.0635441446947181	2.0	-0.644020545099929	0.0432589061898257	-0.134537273485392	0.636463789050257	-0.77855781858532	0.019483528313868	persistent	True	True	False	False	False	True	False		4	cross_species_direction_conflict
ITIH3	-1.79939965981032	0.0057819073393307	0.23211170223823	-1.73055531795383	0.0084676007022252	0.289323392278623						-1.93755731572067	0.0004096843908995	0.730816909705527	0.0466779229560313	-1.20674040601514	0.0077833392111614	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
SLC22A7	-1.63175586726651	0.006423920892137	0.237387459486941	-1.45819884700907	0.0166457347957167	0.325489753822016						-1.31939547105509	0.0125987864903197	0.315515161259899	0.471034469362023	-1.00388030979519	0.0355956608625232	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
F2R	1.00280412808264	0.0070260414038026	0.240995195720413	0.669583243770214	0.0816178676295363	0.461306984171651		0.577321587344544		0.0560992149376157	2.0	1.63714512268676	0.0004096843908995	-0.103066804326521	0.727184589987579	1.53407831836024	0.0018518971868282	persistent	True	False	False	False	True	True	True		4	residual_state_candidate
CACNA1C	1.03501832012595	0.0071912874236986	0.240995195720413	1.03518006489917	0.0071971478219604	0.28566724324909		1.28039656420785	1.30444169927218	0.599733625102067	3.0	2.55337738477533	2.19248200951623e-05	-1.67931168355886	0.0002308508183535	0.874065701216468	0.013759890655975	reversed	True	True	False	False	True	False	True		4	residual_state_candidate
NAP1L1	0.626795185751109	0.0083959813220729	0.256198759533081	0.598790813303487	0.0126298631384623	0.313114831651016			0.235197727296616	0.177834306463471	2.0	0.60240547551866	0.118161014292752	0.209359048679237	0.48948793499822	0.811764524197897	0.0340648668645802	partial_or_other	True	True	False	False	True	False	True		4	residual_state_candidate
PLOD2	0.948693035703378	0.0090354265515336	0.258484471839641	0.986527958000516	0.0062531408302555	0.27151085227822	0.181221680033917	0.6283491441917011	0.135840468941692	0.187529208740098	4.0	0.410390481937695	0.23564151993972	-0.890767799253962	0.0119325691705398	-0.480377317316267	0.143123095290913	partial_or_other	True	True	False	True	False	False	True		4	insufficient_or_context_specific
IGKC	1.85466027061482	0.0091949194372543	0.259558601898396	2.01309984237524	0.0048239768455414	0.261521011602645				0.0900785051745412	1.0	0.544361964777739	0.571262460888114	1.35493067015859	0.0319042904077129	1.89929263493633	0.0219738445869506	partial_or_other	True	True	False	False	True	False	True		4	residual_state_candidate
CNOT6L	0.443266369753769	0.0093172518012226	0.259601690244713	0.371603506825	0.032486379712451	0.375031405408838						0.420993630817276	0.188107042079834	0.188679085933336	0.483601536393655	0.609672716750612	0.0500810439963955	partial_or_other	True	True	False	False	True	False	True		4	residual_state_candidate
UFM1	0.837208601197227	0.0096862013678775	0.265628348161172	0.887334620433422	0.0059381010488896	0.266950960575468				0.0962960426291097	1.0	0.0562012016458887	0.935525302777025	0.969386790309371	0.0364067991120958	1.02558799195526	0.0425665157431516	partial_or_other	True	True	False	False	True	False	True		4	residual_state_candidate
VCAN	2.13101217854929	0.0099339853093277	0.2687001007293	2.17395979931039	0.0088009574259398	0.291509786412688	0.075668382747379	0.6858108836882522	0.469278956833343	0.3010057910546799	4.0	1.88903141067969	0.0566473964313001	-2.57074315511544	0.0088623098591439	-0.681711744435755	0.579050544156534	reversed	True	True	False	True	False	False	True		4	insufficient_or_context_specific
RDH10	-0.833715097692757	0.010027262709542	0.2687001007293	-0.659138263859039	0.0493164523355254	0.404304407233699						-0.815450535767343	0.0208014659952696	-0.232621045198059	0.435052618546722	-1.0480715809654	0.0075508193403489	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
EPS8L2	-1.6011919910332	0.0101931520970519	0.269890529140342	-1.56298967733881	0.012647180658335	0.313114831651016						-1.04204094092221	0.0155945474226114	0.413357158756128	0.239615881413648	-0.628683782166079	0.092933097315602	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
FAS	1.09143266613469	0.0107928255145995	0.274073458004984	1.24541244959353	0.0030787064555893	0.228908329282484	0.310965822254558		0.19666417908557	0.178050799349857	3.0	-0.861793468887519	0.0687870237798535	-0.0128377112141589	0.979413650198759	-0.874631180101678	0.0559228447713581	persistent	True	True	False	False	False	True	False		4	cross_species_direction_conflict
SELENOO	-0.797824546767423	0.011839613104343	0.280904798102592	-0.794561109514015	0.0122634976393796	0.309429533546452		0.735863955610542			1.0	-0.928422188481409	0.0122547480858338	0.376948864812927	0.208992875506898	-0.551473323668483	0.0857807024700414	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
ESAM	-1.27112605694107	0.0127981199253747	0.29096528436151	-1.04867202688285	0.0462074182032227	0.398576733161459						-0.836421953875073	0.0100368683022182	0.307453293810833	0.236555931024969	-0.52896866006424	0.0626464989756827	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
TMTC1	1.24236802771924	0.0152274538306496	0.297043416491418	1.15577734083835	0.0254474972980647	0.351006805738558				0.147091755329835	1.0	-2.19719897394668	0.0037361683913005	0.654534701152009	0.25426654722336	-1.54266427279467	0.019553149402753	persistent	True	True	False	False	False	True	False		4	cross_species_direction_conflict
PTPRF	-1.03679943863114	0.016845669302088	0.299692671530782	-1.27434275040198	0.0020717655027729	0.223491901031981		0.8442604880010881			1.0	-1.24716282896349	0.0042082508140742	0.452856949923273	0.171404608640216	-0.794305879040222	0.0330879319326839	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
SRGN	1.45652190134541	0.0185837889084098	0.308502583797156	0.500001922133296	0.396857497831385	0.727749332399898	0.4713698698049729	0.6199605949251961			2.0	1.23129081469413	0.0093021391222487	0.619475438125423	0.0602567712343112	1.85076625281955	0.0021149694464937	persistent	True	False	False	False	True	True	True		4	residual_state_candidate
ASPG	-1.11098290964152	0.0190646542733007	0.311453903000669	-1.0159643534266	0.0337907129095787	0.376543096535729						-1.57304172277842	0.0011149473015342	0.71291508086673	0.0422670872513147	-0.860126641911695	0.023798422127533	persistent	False	True	False	False	False	True	False		4	insufficient_or_context_specific
AQP1	1.03288893217	0.0196898163957523	0.313776799941556	0.925197708340503	0.0383654649499949	0.379484931484566		1.03278354463889			1.0	0.13372676209087	0.758158147574253	0.563990895366665	0.0905458158391764	0.697717657457535	0.0532821127295314	partial_or_other	True	True	False	False	True	False	True		4	residual_state_candidate
TGFBR2	0.604147504508873	0.0212232757145215	0.321024849561486	0.493196278950295	0.0655158207201041	0.435533238803682		0.5978608975875971	0.20271629531213	0.134711571814476	3.0	0.995075681737027	0.0024287688781706	-0.284459487940264	0.220997882653384	0.710616193796763	0.0154495435378635	persistent	True	False	False	False	True	True	True		4	residual_state_candidate
