endpoint	n_observations	n_groups	slope_per_year	ci_low	ci_high	p_value	model_status	analysis_view	source	analyte	transform	q_value_BH	section	index	count	mean	std	min	25%	50%	75%	max
CAP	2069.0	772.0	-2.343134965830022	-3.897534167179192	-0.7887357644808519	0.0031318418260067	random_intercept_REML	elastography_span_ge90d				0.0118314024538031	models									
log_LSM	2069.0	772.0	-0.0841866271883629	-0.10142853364863	-0.0669447207280957	1.070429491678442e-21	random_intercept_REML	elastography_span_ge90d				1.8197301358533516e-20	models									
CAP	2297.0	884.0	-2.861545837489854	-4.399299964642984	-1.3237917103367234	0.000265093492786	random_intercept_REML	elastography_all_distinct_dates				0.0015021964591211	models									
log_LSM	2297.0	884.0	-0.0913168969050136	-0.1086679569956309	-0.0739658368143963	6.022186851867398e-25	random_intercept_REML	elastography_all_distinct_dates				2.0475435296349156e-23	models									
analysis_value	282.0	112.0	0.3004975809084926	0.0127510682196004	0.5882440935973847	0.0406760619605681	random_intercept_REML	raw_lab_repeated_events	metabolic	FPG	identity	0.0921990737772876	models									
analysis_value	1529.0	554.0	0.0482291037567526	0.0338164327989836	0.0626417747145217	5.4306116760015884e-11	random_intercept_REML	raw_lab_repeated_events	metabolic	HDL	identity	6.154693232801801e-10	models									
analysis_value	179.0	79.0	-0.0130791387675081	-0.1788072268141886	0.1526489492791723	0.8770744528835435	random_intercept_REML	raw_lab_repeated_events	metabolic	HbA1c	identity	0.931891606188765	models									
analysis_value	64.0	31.0	-0.1165261839908354	-0.5401764977104514	0.3071241297287804	0.5898223510379564	within_group_cluster_fallback_after_LinAlgError	raw_lab_repeated_events	metabolic	INS	log1p	0.8914470220671642	models									
analysis_value	1529.0	554.0	-0.1432818988546462	-0.1980242543582263	-0.0885395433510661	2.8976811352970546e-07	random_intercept_REML	raw_lab_repeated_events	metabolic	LDL	identity	2.4630289650024965e-06	models									
analysis_value	1536.0	556.0	0.0218602234112452	-0.0472968817502968	0.0910173285727874	0.5355639394462635	random_intercept_REML	raw_lab_repeated_events	metabolic	TC	identity	0.8914470220671642	models									
analysis_value	1536.0	556.0	-0.0060445660675411	-0.030720294465351	0.0186311623302686	0.6311472233306672	random_intercept_REML	raw_lab_repeated_events	metabolic	TG	log1p	0.8914470220671642	models									
analysis_value	1347.0	469.0	-0.0297918509572619	-0.053416364326615	-0.0061673375879088	0.0134500249215885	random_intercept_REML	raw_lab_repeated_events	metabolic	UA	log1p	0.0381084039445009	models									
analysis_value	1459.0	407.0	0.2003273092122723	0.0096956859326897	0.3909589324918548	0.0394320686480452	random_intercept_REML	raw_lab_repeated_events	metabolic	hsCRP	log1p	0.0921990737772876	models									
analysis_value	163.0	60.0	0.0034000326320088	-0.0359311705967866	0.0427312358608042	0.8654573133387906	random_intercept_REML	raw_lab_repeated_events	LIS	AFP	log1p	0.931891606188765	models									
analysis_value	530.0	162.0	-0.0501991400616333	-0.2965377353145926	0.1961394551913259	0.6895958871973468	random_intercept_REML	raw_lab_repeated_events	LIS	ALB	identity	0.9017792371042228	models									
analysis_value	556.0	171.0	-0.0013160652394055	-0.0173580944017135	0.0147259639229023	0.8722567099351934	random_intercept_REML	raw_lab_repeated_events	LIS	ALP	log1p	0.931891606188765	models									
analysis_value	414.0	127.0	-0.0848100594661939	-0.1698330677446108	0.000212948812223	0.0505765724599307	random_intercept_REML	raw_lab_repeated_events	LIS	ALT	log1p	0.1074752164773527	models									
analysis_value	565.0	171.0	-0.0849679729782482	-0.1253660842049729	-0.0445698617515235	3.7506659868442266e-05	random_intercept_REML	raw_lab_repeated_events	LIS	AST	log1p	0.0002550452871054	models									
analysis_value	72.0	29.0	-0.1327981415826605	-0.2290566336877399	-0.0365396494775812	0.0068517546204186	random_intercept_REML	raw_lab_repeated_events	LIS	CIV	log1p	0.0232959657094232	models									
analysis_value	557.0	171.0	-0.0342549688009701	-0.0755260385455068	0.0070161009435666	0.1037861252376001	random_intercept_REML	raw_lab_repeated_events	LIS	GGT	log1p	0.2075722504752002	models									
analysis_value	72.0	29.0	-0.0184151883194944	-0.1440618784609381	0.1072315018219492	0.7739142370563818	random_intercept_REML	raw_lab_repeated_events	LIS	HA	log1p	0.9073477262040338	models									
analysis_value	173.0	62.0	-65.02817478990372	-107.48147013844036	-22.574879441367067	0.0026804436869852	random_intercept_REML	raw_lab_repeated_events	LIS	HBsAg	identity	0.0113918856696872	models									
analysis_value	198.0	69.0	0.0468161662038515	0.0085596842238428	0.0850726481838602	0.0164625790288334	random_intercept_REML	raw_lab_repeated_events	LIS	HDL	identity	0.0430559759215644	models									
analysis_value	526.0	162.0	0.0183627253824332	-0.0179711671904836	0.0546966179553501	0.321908816633598	random_intercept_REML	raw_lab_repeated_events	LIS	IBIL	log1p	0.5760473560811754	models									
analysis_value	198.0	69.0	-0.1637499953770621	-0.2900097654272318	-0.0374902253268925	0.0110240760492645	random_intercept_REML	raw_lab_repeated_events	LIS	LDL	identity	0.0340744168795448	models									
analysis_value	72.0	29.0	-0.0144362946992339	-0.1067502311988913	0.0778776418004234	0.7592207130081703	random_intercept_REML	raw_lab_repeated_events	LIS	LN	log1p	0.9073477262040338	models									
analysis_value	159.0	47.0	-0.0018810924588533	-0.0542582065724759	0.0504960216547691	0.9438825147468058	random_intercept_REML	raw_lab_repeated_events	LIS	LYM	log1p	0.9462384472281218	models									
analysis_value	159.0	47.0	-0.0100202929105785	-0.0540382511813566	0.0339976653601996	0.6554757515199736	random_intercept_REML	raw_lab_repeated_events	LIS	MONO	log1p	0.8914470220671642	models									
analysis_value	159.0	47.0	0.0293618692684682	-0.081576425626951	0.1403001641638876	0.6039415910487178	within_group_cluster_fallback_after_LinAlgError	raw_lab_repeated_events	LIS	NEU	log1p	0.8914470220671642	models									
analysis_value	72.0	29.0	-0.254987526360838	-0.4038863093672611	-0.1060887433544149	0.0007895949069313	within_group_cluster_fallback_after_LinAlgError	raw_lab_repeated_events	LIS	PIIINP	log1p	0.0038351752622378	models									
analysis_value	159.0	47.0	-4.210328619851438	-10.862864178047252	2.442206938344378	0.2148115128933437	random_intercept_REML	raw_lab_repeated_events	LIS	PLT	identity	0.4057550799096494	models									
analysis_value	200.0	70.0	0.0465020114377711	-0.1182226683875817	0.2112266912631241	0.5800575759557305	random_intercept_REML	raw_lab_repeated_events	LIS	TC	identity	0.8914470220671642	models									
analysis_value	200.0	70.0	-0.0021270774186774	-0.0639530027925537	0.0596988479551989	0.9462384472281218	random_intercept_REML	raw_lab_repeated_events	LIS	TG	log1p	0.9462384472281218	models									
analysis_value	159.0	47.0	0.0151619439205619	-0.0791008214131198	0.1094247092542437	0.752567598453526	within_group_cluster_fallback_after_LinAlgError	raw_lab_repeated_events	LIS	WBC	log1p	0.9073477262040338	models									
													delta_summary	followup_years	772.0	0.862018672312997	0.44072612834687946	0.24641163062896568	0.4866629704922072	0.7980998925371499	1.1718241989910811	1.935700253940875
													delta_summary	delta_CAP	772.0	-5.473267866539865	24.085312355053958	-99.99288940429702	-18.112220764159964	-3.8813934326169885	8.138683319091733	98.23562622070298
													delta_summary	delta_LSM	772.0	-1.1400012040385297	2.5513980573510864	-13.371168613433841	-2.322203755378735	-0.7386698722839697	0.31894588470458474	9.671856880188
